5.29809;3.33063;0
4.38131;3.33006;0
5.33603;2.41512;0
5.37557;3.21096;0
5.17075;3.77354;0
5.19784;2.75049;0
5.20472;2.67714;0
5.05869;2.57796;0
4.93427;2.97641;0
5.1092;3.71965;0
5.60077;2.66789;0
5.0276;3.00955;0
4.86581;3.02817;0
5.01867;2.71652;0
5.38556;3.42661;0
-1.40845;6.94899;1
-2.45884;7.64954;1
-3.09808;7.10289;1
-1.6747;7.00165;1
-2.47183;6.56895;1
-2.26767;6.77578;1
-2.05894;6.73795;1
-2.58388;6.83177;1
-1.44888;6.5947;1
-2.58109;6.83877;1
-0.761067;8.27406;1
-0.376177;7.50379;1
-1.9251;6.31214;1
-1.80776;6.70068;1
-1.01355;8.12128;1
-1.84354;7.12098;1
-2.69671;8.17867;1
-1.88826;6.8413;1
-2.88522;6.45825;1
-2.13153;7.62754;1
-2.57556;6.70195;1
-1.5692;6.42367;1
-2.00769;7.1283;1
-1.41747;5.91542;1
-2.45193;7.71544;1
-2.43308;7.49873;1
-2.72073;6.78494;1
-3.24079;6.9491;1
-1.51055;7.45923;1
-1.33926;7.02926;1
-1.03724;0.266255;2
2.07409;-2.04727;2
-0.146277;0.0094859;2
-1.17745;-1.33454;2
1.95217;0.101008;2
-0.804321;-1.80639;2
1.34773;-0.602848;2
-0.647347;-0.559483;2
0.80574;1.46675;2
-0.435064;1.14238;2
-0.248824;-0.547429;2
-0.328847;1.09666;2
0.315001;0.695315;2
-2.40011;-1.78804;2
-0.0936474;0.0236114;2
2.31708;0.489344;2
0.169276;0.622972;2
-0.628636;-0.0103693;2
2.01619;-2.46183;2
-0.028676;-2.35666;2
0.27322;-0.141759;2
-1.07016;-0.464857;2
0.669738;-2.46512;2
-0.838091;0.335365;2
0.489323;-0.634743;2
-0.818405;0.515105;2
0.853422;-0.487673;2
0.609834;1.49202;2
-3.20577;-0.744269;2
-0.11548;-0.861861;2
0.385902;1.77947;2
0.357;1.42801;2
-1.00212;0.626529;2
-0.0441003;0.552199;2
-2.93729;0.0259818;2
1.26658;-0.24982;2
-1.01991;0.831032;2
1.79112;0.999798;2
0.247792;-0.487322;2
-0.117122;2.49427;2
5.13973;4.15601;0
7.09892;2.58047;3
8.12383;6.05427;3
9.83668;2.72448;3
6.44301;3.11192;0
6.19751;4.64183;3
7.45215;3.05698;3
6.65841;4.52645;3
7.32515;3.01681;3
7.7355;4.94384;3
6.39075;1.44045;0
8.4807;3.80949;3
7.5386;2.36315;3
6.5736;5.29513;3
7.25473;3.08223;3
5.69571;4.16385;0
5.89918;3.77175;0
7.2922;4.90067;3
6.41202;2.86842;0
8.14655;5.38348;3
6.12122;2.9437;0
6.66047;4.07863;3
6.78071;4.71565;3
5.64038;2.60565;0
7.20318;4.75998;3
7.18152;4.38449;3
7.88616;3.88336;3
7.39157;4.0403;3
8.32273;2.51895;3
9.03478;4.11085;3
